Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCJ05,OUT018,2257.247801
FDF59,OUT046,2053.690548
NCO05,OUT035,1534.982768
FDW24,OUT018,645.897363
NCX42,OUT018,2330.82496
NCA53,OUT035,745.3451768
FDI45,OUT019,374.6036184
FDG46,OUT046,1923.070974
FDM20,OUT010,693.7488514
FDW11,OUT010,104.1781941
FDX08,OUT035,2963.371082
NCK17,OUT035,682.0586662
FDK32,OUT018,2232.191646
NCA42,OUT035,2508.377407
DRI01,OUT035,2757.564706
NCL55,OUT049,4342.9154
DRE25,OUT018,1319.600106
FDD14,OUT017,3188.545613
FDB10,OUT046,3870.007271
DRN11,OUT035,2168.152302
FDP38,OUT018,662.0478391
NCA30,OUT017,3327.328316
FDT15,OUT017,3266.357912
NCP55,OUT018,727.6833557
FDF12,OUT035,2258.868146
FDM21,OUT018,3814.863198
FDX56,OUT035,3816.856049
FDF10,OUT017,2299.345952
FDT32,OUT045,2863.956944
FDM51,OUT018,1496.682995
NCR50,OUT018,2269.274669
FDI19,OUT049,3967.167492
FDX21,OUT017,1637.014362
FDR31,OUT035,2273.587037
FDY02,OUT013,4459.835864
NCA29,OUT045,2596.467188
NCX17,OUT046,3088.543183
FDM12,OUT045,2918.186213
FDI53,OUT027,3870.459998
NCU30,OUT049,2838.480847
FDC56,OUT027,3161.960037
FDK27,OUT018,1756.611511
NCK18,OUT017,2727.03217
FDB52,OUT019,605.4169259
DRG25,OUT027,4737.032767
FDZ13,OUT049,815.487497
FDB57,OUT019,536.5253223
FDR40,OUT046,1443.273473
NCO14,OUT019,134.7791035
NCN19,OUT045,2555.343045
FDQ28,OUT019,353.8790018
FDO13,OUT018,2404.759739
FDK48,OUT013,1274.236547
FDU07,OUT018,2164.082952
FDW20,OUT046,1978.987899
FDV12,OUT010,209.1535443
FDH24,OUT013,2567.49566
FDV59,OUT049,3588.374506
FDK57,OUT045,1780.641388
FDL16,OUT027,1274.773689
NCQ17,OUT046,2521.61696
FDJ15,OUT018,2565.876234
FDX24,OUT049,1586.011445
FDT47,OUT046,1658.881629
FDT10,OUT049,953.7216723
FDZ37,OUT018,1306.870403
FDW43,OUT027,5755.539018
DRN36,OUT017,1460.161733
FDJ14,OUT045,1324.077769
FDA32,OUT013,3715.233852
FDJ38,OUT019,478.926953
FDQ57,OUT017,2253.924177
NCQ41,OUT019,386.2387644
FDG56,OUT049,934.9679397
DRC13,OUT027,3095.846296
FDV55,OUT035,2200.77657
FDQ49,OUT045,2557.135104
FDE29,OUT010,99.55385183
FDR03,OUT013,3333.399468
FDD45,OUT049,1500.767102
FDN38,OUT010,693.2778416
FDT56,OUT046,874.2334848
FDT48,OUT045,2896.87504
FDU03,OUT049,3044.82697
FDC56,OUT010,222.0813518
NCO43,OUT027,2591.465841
FDQ27,OUT017,1642.627196
FDR03,OUT046,3332.285045
DRH23,OUT010,93.18843145
FDG22,OUT045,680.2065967
NCJ42,OUT013,1679.309729
FDR24,OUT046,1502.239052
FDW60,OUT035,2941.53661
FDJ08,OUT013,3317.241755
DRL59,OUT018,682.3525075
FDG60,OUT010,542.4464304
FDW27,OUT017,2473.256235
FDX14,OUT018,1099.935528
FDC20,OUT013,813.9612932
NCS29,OUT018,3350.158291
FDJ56,OUT046,1517.073364
FDB20,OUT019,235.9638262
FDL28,OUT027,5619.842705
FDW01,OUT018,2171.100333
FDL03,OUT046,3090.048275
FDX22,OUT049,3584.161673
FDJ21,OUT035,2313.709805
FDR31,OUT045,2307.530096
FDG21,OUT035,2435.138275
FDS22,OUT027,1320.083687
FDK08,OUT035,1580.187068
FDE17,OUT018,2269.564696
NCN30,OUT017,1498.782708
FDT50,OUT046,1606.720124
NCX42,OUT049,2809.808944
FDJ12,OUT035,3730.07568
NCA18,OUT027,3100.34597
FDP23,OUT019,602.9428567
FDX12,OUT013,3954.094547
FDN40,OUT018,2125.588949
FDV48,OUT035,1300.401694
NCY54,OUT013,2790.327752
FDL16,OUT010,87.83265176
FDR45,OUT018,3246.718413
FDJ52,OUT046,2693.527497
DRG01,OUT017,1208.71049
FDP52,OUT013,3626.836301
FDU58,OUT017,3252.813821
FDL02,OUT045,1658.147452
FDG28,OUT013,4130.645039
FDA19,OUT035,1966.710649
FDW46,OUT027,1680.707797
NCD43,OUT049,1784.391806
DRG39,OUT013,771.6880759
NCF55,OUT049,697.8812852
FDJ07,OUT046,1902.344351
FDE08,OUT046,2396.725217
FDP56,OUT019,146.9792885
FDT45,OUT045,768.3432337
FDF17,OUT018,2801.169812
FDX44,OUT046,1403.335388
FDM28,OUT027,5013.332409
FDI36,OUT049,3521.17326
FDS07,OUT045,1698.822114
FDD36,OUT045,1742.973041
FDW11,OUT046,879.0867645
FDN40,OUT049,2547.381995
NCQ18,OUT049,1594.642357
NCQ54,OUT017,2765.771305
NCS42,OUT045,1384.070067
DRH39,OUT010,140.9868141
FDC09,OUT027,2803.549052
FDT08,OUT010,285.1993377
FDC08,OUT035,4029.021887
FDT20,OUT017,657.083169
FDS35,OUT035,866.9129972
FDX58,OUT018,2857.477934
FDW58,OUT046,1674.064874
DRD27,OUT046,1563.076995
FDH32,OUT019,225.9085797
FDS26,OUT035,4044.96842
FDQ31,OUT046,1486.387443
FDP11,OUT018,3274.441303
FDD58,OUT017,1511.672589
FDM33,OUT045,3480.660666
FDZ16,OUT049,3127.321605
NCS29,OUT010,766.9239291
NCM18,OUT019,141.2635983
FDP11,OUT049,3465.129959
NCC42,OUT017,2189.351915
DRM23,OUT046,2738.841633
NCN55,OUT027,6346.530228
FDK46,OUT013,4227.637252
FDR01,OUT046,-331.443194
NCA05,OUT045,2294.645262
NCP43,OUT017,3043.349267
FDR12,OUT010,400.044661
FDQ01,OUT013,3804.552691
FDM13,OUT046,2136.54138
FDQ19,OUT017,4434.541554
FDK56,OUT019,370.7226222
NCX06,OUT010,414.0941452
FDO56,OUT027,3069.390833
FDU45,OUT045,1779.636534
FDI16,OUT019,137.7139305
FDL32,OUT046,1845.316213
FDA07,OUT046,2107.480757
FDA14,OUT045,2215.560851
FDV46,OUT027,3626.492137
NCO07,OUT035,3568.197626
NCP41,OUT046,1714.747916
FDY60,OUT018,1989.215591
FDN38,OUT017,4771.539396
FDO15,OUT046,1309.525602
FDT60,OUT013,1951.021903
FDA55,OUT035,3997.04188
FDE02,OUT010,176.3000084
DRJ39,OUT049,3367.202359
FDV34,OUT035,1269.748951
FDS20,OUT027,4925.034958
FDF02,OUT027,2725.253202
FDW40,OUT017,2273.952212
NCB43,OUT046,2679.721334
FDR58,OUT017,1389.133333
DRJ59,OUT035,670.3927674
NCD30,OUT017,1543.780022
FDE14,OUT017,1598.046154
FDC28,OUT018,1504.349613
FDU16,OUT018,1273.868209
NCD19,OUT035,808.7178901
FDU21,OUT046,679.9767771
FDV59,OUT027,5901.228497
FDU03,OUT045,2920.359105
FDC33,OUT010,529.6689648
NCR42,OUT035,636.4124041
DRH59,OUT035,1166.283144
NCM31,OUT035,2147.979847
FDS50,OUT035,3719.354582
FDP39,OUT046,793.2419599
FDQ55,OUT013,1981.520982
FDV36,OUT019,242.9559975
FDI05,OUT027,1993.521075
FDS45,OUT027,2738.250654
FDA39,OUT045,646.4246534
FDC37,OUT010,204.5403823
FDJ60,OUT027,4414.943774
DRQ35,OUT046,1983.178813
NCJ06,OUT046,1935.582422
NCY42,OUT018,1980.650264
DRM37,OUT049,3285.070992
FDR14,OUT045,725.6631674
FDE51,OUT049,755.5378319
FDT33,OUT017,2771.228009
FDR08,OUT013,1782.28002
FDE36,OUT010,387.6453929
FDL22,OUT019,212.0568683
FDR44,OUT013,2199.262867
FDI56,OUT019,238.0554631
FDE47,OUT010,244.831634
FDV27,OUT010,215.7503551
FDV10,OUT049,746.0048492
FDC40,OUT045,1285.774556
NCX41,OUT013,3408.563949
NCQ38,OUT027,2879.291599
FDV12,OUT027,2694.769179
FDE52,OUT017,1451.74718
FDG20,OUT027,4648.91653
FDV16,OUT027,1119.206907
FDI32,OUT017,1738.820642
FDJ32,OUT049,928.8224182
FDN39,OUT018,2667.575039
FDY34,OUT017,2816.590221
FDC14,OUT035,712.3150195
FDA55,OUT017,4371.807526
FDZ50,OUT010,433.2533406
DRG13,OUT049,2869.878193
FDP01,OUT013,2477.209681
NCG54,OUT017,2887.437925
FDM13,OUT045,1981.837035
NCO18,OUT027,4407.478876
NCW41,OUT013,2556.476415
FDM52,OUT027,3857.277714
NCF55,OUT035,634.4961975
FDT09,OUT046,2261.075156
NCM19,OUT035,1686.80579
FDW12,OUT018,2064.503752
FDP15,OUT019,586.6446565
FDK36,OUT045,722.0010372
FDZ25,OUT035,2911.872098
NCW06,OUT049,3250.325445
FDW60,OUT046,3107.802556
DRC49,OUT013,2230.149215
NCT17,OUT035,2942.251468
NCN06,OUT018,2404.919318
FDC45,OUT013,2789.747989
DRJ47,OUT019,324.7564915
NCF06,OUT045,3796.936499
FDE21,OUT010,228.4400047
DRG27,OUT013,657.4157633
FDW40,OUT049,2286.57164
NCO53,OUT046,2741.03661
FDE23,OUT049,791.3164055
FDQ16,OUT046,1705.459535
FDS26,OUT045,3707.269776
FDZ13,OUT010,94.5100543
FDS14,OUT049,2627.671161
FDC10,OUT045,1880.873169
FDY16,OUT049,3092.617808
FDJ20,OUT035,2030.22692
FDV43,OUT035,681.5427159
FDZ32,OUT027,2752.684524
FDR23,OUT046,2867.698653
FDN24,OUT035,758.8907404
FDE34,OUT027,4972.239829
FDU31,OUT013,3582.530761
FDW33,OUT018,1490.274397
FDU26,OUT046,1973.028479
FDE20,OUT027,4383.077463
NCW05,OUT035,1595.540716
FDB22,OUT018,2120.045311
FDO56,OUT046,1970.139734
FDA19,OUT027,3419.427524
DRI39,OUT045,782.4145146
FDH52,OUT018,766.276561
FDZ50,OUT035,3164.958949
NCN42,OUT035,2286.773462
FDB53,OUT013,2248.471645
DRG11,OUT017,1657.127102
DRK11,OUT027,3772.243618
FDQ60,OUT017,1972.64289
FDT36,OUT017,618.3291225
DRG25,OUT018,2802.039571
DRJ23,OUT046,2920.598827
FDG05,OUT035,2577.451294
NCK06,OUT018,1723.642977
FDU52,OUT017,2419.961463
FDW07,OUT018,1292.252862
NCM17,OUT045,700.4362477
FDA22,OUT045,2659.869129
NCA41,OUT018,2725.738469
FDF38,OUT035,717.7743746
FDH52,OUT046,935.7188587
FDY58,OUT019,570.9169004
FDZ16,OUT045,3113.957972
NCM18,OUT017,878.5070749
FDA22,OUT018,2442.502793
NCJ43,OUT035,2875.322006
FDI34,OUT027,5634.67856
FDG56,OUT046,917.8976835
FDS34,OUT046,1911.053418
DRC01,OUT035,780.9734677
FDQ04,OUT035,653.1954608
FDK04,OUT035,810.9170203
FDT51,OUT049,1952.367766
FDV26,OUT017,3645.521381
FDS04,OUT049,2225.396139
FDW43,OUT018,3097.316921
FDQ28,OUT010,328.6089801
NCK06,OUT017,1902.301244
FDS23,OUT018,1842.810954
FDZ36,OUT019,488.5989538
FDE56,OUT018,763.7946121
FDW10,OUT027,4890.877805
NCN14,OUT045,2571.439337
NCQ18,OUT045,1460.35265
FDW08,OUT017,1600.841817
FDU43,OUT035,4091.75375
FDR33,OUT010,218.4537133
FDM24,OUT010,330.3715851
NCZ05,OUT046,1668.614265
NCV41,OUT035,1717.190749
FDV11,OUT018,2644.325758
NCY05,OUT035,655.3506793
FDV44,OUT018,2548.705393
FDW32,OUT049,1450.465187
NCU18,OUT027,3650.461646
NCC43,OUT035,4139.29758
FDW19,OUT013,1863.396081
FDN31,OUT035,3124.30164
FDI48,OUT045,782.3308105
FDS24,OUT017,1475.752991
FDF46,OUT049,1911.13703
DRG23,OUT017,2362.673533
FDG14,OUT018,2148.071781
NCY30,OUT049,2973.981438
FDO28,OUT018,1718.403577
DRD24,OUT035,2156.816887
FDI33,OUT049,1498.239936
FDN32,OUT046,2956.717264
FDR16,OUT045,3684.510155
FDF26,OUT046,2574.490275
NCN29,OUT018,664.6759495
FDE20,OUT045,2767.608205
FDA46,OUT046,3056.434941
FDU28,OUT045,2915.625299
FDQ48,OUT045,1581.276738
FDV36,OUT013,2075.748964
FDR14,OUT018,649.4066603
FDP23,OUT017,4222.326057
FDP56,OUT013,759.2479769
FDK48,OUT010,162.8811953
FDR48,OUT046,2407.159518
NCY29,OUT049,890.8507258
FDM22,OUT018,715.1840405
DRJ01,OUT013,2588.604342
FDZ43,OUT045,3968.28429
FDV03,OUT035,2412.939298
FDX11,OUT027,4863.167698
NCA41,OUT027,-2547.10616
FDE38,OUT017,2713.096659
FDI27,OUT018,646.0057789
FDN32,OUT013,3199.810659
NCN43,OUT017,1911.929627
FDB47,OUT027,5682.761514
FDV03,OUT017,2483.997284
NCN30,OUT045,1472.741123
NCV54,OUT010,249.2448638
FDV07,OUT013,1755.139925
FDP07,OUT049,3165.189828
FDK48,OUT018,1057.275004
FDM15,OUT019,364.5081659
FDY19,OUT027,3229.776089
FDK46,OUT046,4381.55633
FDY11,OUT045,927.4181304
FDH09,OUT046,794.8747258
FDO08,OUT027,4207.078652
FDU14,OUT013,4151.627456
FDD22,OUT027,2974.610918
FDM27,OUT017,2565.840119
FDL02,OUT027,2836.138189
NCA17,OUT035,2287.329367
FDE38,OUT019,397.585156
NCG07,OUT049,3391.517179
DRC27,OUT013,4222.104645
FDA27,OUT035,4208.927109
FDW40,OUT045,2221.01378
DRI11,OUT013,1843.719902
FDN50,OUT046,1591.193877
FDR12,OUT046,3020.930659
FDT34,OUT027,2657.92616
FDW11,OUT035,852.8897593
NCO30,OUT027,4584.059744
FDZ34,OUT017,3413.738857
FDU45,OUT017,1847.240001
NCD42,OUT035,664.638949
FDX25,OUT045,2744.029804
NCR29,OUT046,850.4850246
FDX43,OUT019,397.5935585
FDB04,OUT010,198.1802827
FDR49,OUT027,1286.641373
FDS39,OUT018,1919.623386
FDW58,OUT045,1555.89151
FDG22,OUT019,126.8451654
FDG31,OUT017,879.2609163
NCV53,OUT027,6274.828884
DRJ37,OUT035,2309.93515
FDV07,OUT035,1657.460274
FDW52,OUT018,2524.15997
FDT15,OUT045,2929.684008
FDD02,OUT018,1689.628925
FDM16,OUT035,1255.339567
NCE55,OUT046,3015.140641
FDB57,OUT018,3016.989671
FDQ04,OUT013,678.8265081
FDQ47,OUT019,133.139573
FDY14,OUT019,690.9874128
DRK37,OUT017,3247.098811
FDO25,OUT017,4320.361894
FDL57,OUT046,4175.656816
NCK29,OUT018,1748.649529
FDK46,OUT027,2101.904768
NCB43,OUT010,398.9358824
DRE01,OUT027,6173.87718
FDC46,OUT018,2967.711971
FDQ23,OUT045,1546.012317
FDX38,OUT049,830.3733184
FDG60,OUT018,3561.73645
FDW55,OUT017,4607.504936
FDP39,OUT013,747.3638132
FDB20,OUT018,1116.557663
FDV21,OUT017,1938.537898
FDZ02,OUT013,1648.682074
FDP19,OUT027,3383.391711
FDA38,OUT035,4057.64283
FDH22,OUT045,1888.013354
DRM11,OUT045,4017.064398
FDO12,OUT027,5202.445223
FDT14,OUT049,2047.1103
FDW34,OUT010,699.2055051
FDG04,OUT027,4866.319342
FDW59,OUT018,1203.128591
FDR33,OUT018,1522.631126
FDP32,OUT013,2068.635176
FDL13,OUT027,5810.367557
FDD22,OUT013,1778.344481
FDV40,OUT027,2056.280858
NCD55,OUT046,722.8655659
FDQ20,OUT010,90.13013043
FDD28,OUT045,807.5468561
FDC39,OUT045,3680.536044
NCR17,OUT049,2022.965916
DRO35,OUT018,1649.460048
FDF40,OUT049,3995.875121
FDR31,OUT018,1999.975974
NCQ41,OUT017,3301.196186
FDP38,OUT046,780.2062926
NCU54,OUT027,5495.677322
FDG22,OUT018,578.3492943
DRK59,OUT013,4133.572093
FDC37,OUT046,1685.235916
NCO42,OUT013,2314.848475
NCT42,OUT017,2342.707512
FDX27,OUT035,1497.816557
FDV40,OUT018,1080.003332
FDT45,OUT027,1484.104793
FDS47,OUT019,187.7760114
FDR45,OUT035,3945.418986
FDB03,OUT045,3901.863794
FDO49,OUT035,808.5478724
FDU60,OUT027,4462.779879
FDB26,OUT018,707.0516589
FDB46,OUT017,4350.666493
FDQ37,OUT019,328.2553455
FDN03,OUT017,4589.086049
NCX30,OUT045,3544.645172
FDK32,OUT019,340.6305699
DRM47,OUT013,3309.773772
NCO02,OUT046,960.4484189
FDP04,OUT013,904.4651258
NCO43,OUT049,1733.699717
FDD59,OUT013,1387.329214
FDQ10,OUT017,2862.772835
FDW45,OUT035,2278.503339
NCK30,OUT049,4228.473705
FDU31,OUT018,2611.630011
NCQ17,OUT019,322.7911108
FDN01,OUT017,2937.122527
FDZ19,OUT049,3067.052906
DRG37,OUT017,2494.836724
FDE32,OUT045,641.0181264
FDO34,OUT049,2940.155303
FDM04,OUT019,136.280872
FDZ25,OUT049,3057.285843
FDU08,OUT049,1663.370539
NCW30,OUT045,3786.813833
NCM18,OUT013,861.061834
FDS22,OUT035,725.5586303
NCH18,OUT017,4395.261537
FDC23,OUT013,3075.242364
FDY46,OUT013,3222.845377
NCU06,OUT046,3357.689121
FDX57,OUT045,1559.389829
FDX36,OUT027,5325.043969
FDL16,OUT045,682.6783035
FDT16,OUT010,752.4956625
FDN16,OUT018,1509.692095
FDC03,OUT046,3485.35891
DRF60,OUT013,4211.425934
FDS27,OUT027,5186.257291
FDP33,OUT010,610.9282301
FDJ36,OUT018,1475.127562
NCR42,OUT013,618.5276911
FDV14,OUT017,1329.513997
NCP42,OUT035,2938.061514
FDB50,OUT027,2067.127952
NCC30,OUT027,4638.109134
FDA23,OUT018,1411.46958
FDW16,OUT017,1496.96563
FDQ52,OUT010,582.5735641
FDB58,OUT049,2396.193091
NCP29,OUT049,955.302702
NCM05,OUT045,3926.8114
FDO25,OUT013,3606.182629
NCM54,OUT046,2083.666045
NCL54,OUT046,2966.49024
FDL39,OUT010,427.2826725
FDF53,OUT018,2934.929109
NCQ42,OUT035,1962.271053
FDF58,OUT013,885.8450899
FDZ04,OUT035,870.4884032
FDE26,OUT019,318.478553
FDS60,OUT017,3087.794489
FDV58,OUT017,3552.861807
FDM04,OUT045,790.3790885
FDE08,OUT035,2244.453434
NCB43,OUT049,2913.396146
FDU11,OUT010,236.4703675
FDF22,OUT019,568.1918276
FDE24,OUT013,2130.077483
DRJ49,OUT046,2135.202925
NCQ53,OUT035,3689.027508
NCL41,OUT013,645.8861834
FDR22,OUT013,1855.883501
FDH04,OUT035,1503.917647
DRH15,OUT045,672.0307199
FDY40,OUT049,817.9849353
NCI17,OUT035,1479.367206
NCC18,OUT013,2829.226782
FDY28,OUT027,4844.525547
FDB45,OUT027,2858.693758
NCL30,OUT018,1846.316983
FDM10,OUT017,4091.619006
FDH22,OUT027,3341.286601
NCZ53,OUT017,3298.776145
NCI18,OUT013,3657.500561
FDH14,OUT027,3546.728109
FDR36,OUT027,1227.025224
FDW01,OUT045,2306.384156
FDK02,OUT027,3177.536275
FDJ02,OUT018,2146.620089
FDU55,OUT013,4437.666512
NCV18,OUT027,2234.065229
FDH14,OUT018,1979.643612
FDZ37,OUT045,1440.898493
FDX49,OUT049,3933.946611
NCD43,OUT046,1703.09128
FDZ07,OUT013,876.0957608
FDK43,OUT035,1925.532843
FDR32,OUT018,2797.257904
FDT39,OUT013,2433.205385
NCV54,OUT017,1886.86245
FDF38,OUT018,626.1297531
FDV60,OUT046,2881.99383
FDH44,OUT027,3706.508816
FDS21,OUT046,939.7646483
NCL41,OUT045,638.7541619
FDM46,OUT017,1404.764259
FDU27,OUT045,745.161953
NCJ54,OUT017,4290.850531
DRG51,OUT018,2464.359705
NCA29,OUT019,377.2033643
FDR47,OUT045,2698.017222
NCL19,OUT027,3662.451525
DRG01,OUT049,1310.640098
FDG10,OUT046,899.0400586
NCV05,OUT049,2583.909524
NCH18,OUT019,663.1857811
FDV14,OUT018,1223.624778
DRJ23,OUT035,2899.809093
DRJ11,OUT046,3280.388523
FDZ03,OUT017,3312.592282
FDI27,OUT010,97.17527349
FDJ14,OUT018,1229.201215
FDU32,OUT017,1867.891783
FDD47,OUT027,4216.300997
DRF36,OUT035,2912.625597
FDM21,OUT046,3677.344859
FDV10,OUT018,622.6589768
FDH60,OUT018,3020.756841
FDX47,OUT010,361.6471719
FDT19,OUT019,396.460161
FDO11,OUT045,3967.749733
FDH24,OUT027,4269.569313
FDL02,OUT018,1602.261782
FDB02,OUT049,3165.794853
FDA43,OUT046,3242.991533
FDG52,OUT045,706.9412638
DRC12,OUT013,3303.760852
FDY37,OUT018,2046.804173
NCU18,OUT045,2122.577625
FDU09,OUT035,833.8659652
DRJ25,OUT027,1347.687455
DRE12,OUT018,1569.715126
DRL47,OUT017,1957.962802
DRK01,OUT046,1523.408114
FDC22,OUT019,443.8444832
FDG44,OUT013,758.3741183
FDW04,OUT035,2107.838622
FDK09,OUT049,3573.783798
NCN43,OUT035,1869.983389
FDG04,OUT049,3467.652314
FDH32,OUT010,177.5699955
DRI47,OUT017,2263.783798
DRE15,OUT013,1239.485376
FDY11,OUT035,951.8416114
FDO60,OUT049,766.8900183
FDQ20,OUT018,590.490794
FDO57,OUT027,4288.675597
FDT14,OUT019,272.0444478
FDA57,OUT049,729.2979911
DRN35,OUT017,639.6729285
FDJ03,OUT046,808.5679195
FDX28,OUT017,1519.913464
DRE25,OUT045,1348.322522
FDR09,OUT046,3788.135265
FDB23,OUT035,3892.309067
FDO08,OUT045,2669.819757
FDQ23,OUT049,1705.279079
FDW04,OUT013,1791.978739
DRK13,OUT010,451.3126152
NCL17,OUT027,3477.699143
FDY21,OUT035,3277.307149
FDJ38,OUT027,4933.766385
FDA37,OUT019,329.484871
FDV43,OUT013,700.1612714
FDL36,OUT046,1426.486664
FDD53,OUT045,667.1683086
FDZ19,OUT010,373.3621005
FDV21,OUT045,1868.36619
NCL54,OUT018,2630.096177
DRI47,OUT027,3730.247892
DRG03,OUT049,2612.68074
FDG21,OUT013,2324.614061
FDW03,OUT018,1528.91746
NCI55,OUT046,1970.951372
DRC36,OUT019,409.7993223
FDH22,OUT017,1988.825254
FDV20,OUT045,2023.239228
NCU41,OUT027,4027.201114
FDN46,OUT027,2597.628604
FDK50,OUT045,2513.217378
NCA05,OUT027,3909.739599
DRH01,OUT018,2678.592976
FDT08,OUT018,2119.592985
FDM08,OUT018,2777.27874
FDZ07,OUT035,877.7145273
FDS22,OUT017,764.5306398
FDV35,OUT027,4079.273725
FDI28,OUT010,157.6804988
FDW58,OUT027,2973.669863
FDT52,OUT045,3954.123222
FDY34,OUT046,2861.150649
FDR10,OUT046,2677.306797
FDK57,OUT017,1858.972425
FDR02,OUT027,2985.828828
FDX49,OUT046,4043.401946
FDQ20,OUT046,697.8879544
DRK23,OUT045,3902.184633
NCW06,OUT046,2963.862739
FDR31,OUT017,2292.69231
NCE43,OUT013,2784.927575
DRO59,OUT027,2101.088405
FDN09,OUT049,4117.313973
FDR11,OUT046,2684.031308
FDO57,OUT013,2588.729388
NCX18,OUT017,3287.228644
FDB05,OUT018,3335.483109
FDQ08,OUT018,784.8594538
NCG43,OUT035,1429.905149
FDJ56,OUT013,1524.914186
FDA13,OUT010,84.23765473
FDO56,OUT017,1894.911463
FDB37,OUT018,3265.811679
FDZ02,OUT018,1417.476562
FDQ24,OUT046,3773.160694
FDM16,OUT013,1326.96495
FDU35,OUT049,1641.085976
FDT35,OUT035,2868.113468
NCX30,OUT049,4084.995654
FDG04,OUT017,3258.279164
FDI12,OUT035,1397.147848
FDE35,OUT035,872.5089032
NCP14,OUT027,2768.11777
NCY53,OUT045,1635.131541
FDP49,OUT017,834.2177904
FDQ04,OUT017,684.6869102
FDM39,OUT035,2944.089416
FDO58,OUT019,304.0524149
FDC56,OUT017,1824.686792
NCQ54,OUT046,2786.348964
FDV10,OUT027,1243.033963
NCK17,OUT046,708.9058237
NCF55,OUT027,1195.294958
FDV33,OUT013,4525.34265
NCH29,OUT019,268.8476119
FDA37,OUT027,3057.282727
FDH46,OUT018,1489.916065
FDS25,OUT035,1751.132018
FDH04,OUT027,2357.129794
FDX52,OUT046,3370.537714
NCD42,OUT017,675.5834288
FDW47,OUT017,1895.680414
FDL25,OUT027,2330.391722
NCJ06,OUT010,232.7183203
FDY09,OUT013,2950.112109
FDS40,OUT046,677.4999058
FDH41,OUT017,4267.254305
FDG38,OUT035,1392.38894
FDU03,OUT027,4894.952963
FDV20,OUT046,2151.137895
DRB13,OUT045,2925.791272
NCQ30,OUT013,1944.332866
NCH06,OUT013,4181.109482
FDU50,OUT018,1639.988701
NCO42,OUT019,279.4401236
FDW09,OUT018,1218.209822
FDH04,OUT013,1580.801336
FDC21,OUT045,1703.204261
FDL21,OUT049,764.2046106
FDM46,OUT010,170.6477149
FDT22,OUT019,152.8407531
FDB28,OUT035,3281.509896
FDI12,OUT018,1299.331172
FDA28,OUT045,1998.411109
FDF59,OUT013,2058.288358
FDM45,OUT027,3168.017528
FDQ56,OUT017,1268.625755
FDR46,OUT049,2315.473402
FDT01,OUT013,3140.8364
FDD16,OUT027,2111.118375
NCU30,OUT010,351.6965427
FDM40,OUT010,248.1647031
FDI56,OUT035,1391.997721
NCS30,OUT013,2041.585901
FDU08,OUT017,1512.770303
FDX51,OUT027,5162.00092
FDA43,OUT045,2808.564323
FDX59,OUT010,84.16793804
FDC37,OUT018,1493.1212
FDP58,OUT013,3569.818273
NCY42,OUT035,2157.878006
FDF21,OUT018,2674.121242
FDU10,OUT027,1204.959797
DRL47,OUT018,1794.345624
FDA58,OUT018,3399.614407
FDJ22,OUT049,3156.526319
FDK50,OUT046,2681.878492
FDO38,OUT035,1196.227169
DRF60,OUT035,4002.597239
NCZ42,OUT019,627.3390578
FDD35,OUT049,2016.284629
FDL25,OUT045,1469.598148
FDJ16,OUT013,798.3090461
DRK59,OUT049,4071.521489
FDI50,OUT046,4042.5972
NCB19,OUT045,1325.869395
DRI37,OUT035,826.7406242
FDA14,OUT027,3813.703943
FDC08,OUT018,3250.82393
FDS45,OUT046,1784.622923
FDI21,OUT049,962.0206541
DRJ47,OUT035,2862.619488
DRE37,OUT027,5286.489345
FDT55,OUT018,2345.422327
NCG42,OUT027,3558.527687
FDA31,OUT049,2956.459408
NCW42,OUT046,3239.113642
FDF50,OUT017,3430.365285
FDK56,OUT049,3372.933354
FDX10,OUT035,651.7203442
NCK07,OUT027,4265.778076
FDZ49,OUT017,4567.645834
FDR33,OUT013,1734.511424
FDO44,OUT018,1551.872423
FDA20,OUT046,3312.472651
NCL30,OUT045,1855.520014
FDI05,OUT019,234.8827783
FDQ12,OUT018,3183.454917
FDH47,OUT017,1532.544884
FDH34,OUT018,2806.659675
FDF29,OUT046,2259.419826
FDG40,OUT018,549.474992
NCE18,OUT017,4383.149994
FDP21,OUT010,501.1967207
FDY50,OUT013,1367.809502
FDB36,OUT049,2293.265212
NCZ29,OUT049,2171.370158
FDU20,OUT018,1796.374047
FDO56,OUT013,1983.629418
FDW31,OUT049,3607.857854
DRH59,OUT013,1216.360852
NCB30,OUT017,3318.91715
FDK43,OUT027,3410.392153
FDW43,OUT045,3659.955235
NCL19,OUT017,2191.740441
FDJ27,OUT046,1620.526522
FDC45,OUT046,2702.192216
FDY40,OUT035,789.4361253
NCM41,OUT035,1409.336215
NCK18,OUT019,367.7862236
FDP37,OUT049,2144.823929
FDA27,OUT027,6452.911148
NCX30,OUT035,3825.150892
FDR09,OUT017,4516.545139
FDG08,OUT027,4389.650908
NCU30,OUT013,2674.595142
FDB16,OUT017,1347.126439
FDM16,OUT017,1257.357326
FDC48,OUT013,1337.237796
NCF18,OUT046,2809.985908
FDU46,OUT018,1302.699642
FDH41,OUT018,3038.61103
NCN42,OUT010,278.9980733
FDU49,OUT046,1479.642978
FDB20,OUT027,2110.655557
FDG50,OUT019,257.3540629
FDW20,OUT045,1803.115125
